"account","amount","date","description","type"
"9152783315",4.95,1450234837679,"Alan Scott","CAD"
"9152783315",0.16,1450257151591,"Denise Patterson","CAD"
"4904586269960133",-32.02,1450225295061,"Paintball UK","CCW"
"4904586269960133",-25.53,1450300057716,"Superdrug","CCW"
"4590289553154174",-11.57,1450310110660,"Superdrug","CCW"
"4904586269960133",-0.27,1450446265848,"WWF","CCW"
"4904586269960133",-7.45,1450427819880,"National Express","CCW"
"4590289553154174",-3.15,1450438180156,"Sports Direct","CCW"
"4590289553154174",-24.16,1450420070813,"Paintball UK","CCW"
"4590289553154174",-21.42,1450433581987,"Paintball UK","CCW"
"4590289553154174",-44.32,1450446554020,"Sainsburys","CCW"
"4590289553154174",-0.01,1450512474628,"RSPCA","CCW"
"4590289553154174",-7.73,1450475116485,"American Express","CCW"
"58876425",-49.17,1450475873036,"Transfer from Current Account to Savings","SAW"
"9152783315",49.17,1450484985157,"Transfer from Current Account to Savings","SAW"
"9152783315",1.31,1450560969117,"Alan Scott","CAD"
"9152783315",14.2,1450574447303,"Interest","CAD"
"4904586269960133",-35.21,1450594282663,"Paintball UK","CCW"
"4904586269960133",-34.63,1450585460377,"Paintball UK","CCW"
"4590289553154174",-0.01,1450599341644,"Save the Children","CCW"
"4590289553154174",-21.12,1450612000308,"Bodyshop","CCW"
"58876425",-13.51,1450541546352,"Transfer from Current Account to Savings","SAW"
"9152783315",13.51,1450573395656,"Transfer from Current Account to Savings","SAW"
"82620766",-7.03,1450623427375,"Transfer from Current Account to Savings","SAW"
"9152783315",7.03,1450611275299,"Transfer from Current Account to Savings","SAW"
"4590289553154174",-20.52,1450677858692,"Sports Direct","CCW"
"4590289553154174",-0.01,1450629019888,"MegaBus","CCW"
"4590289553154174",-7.26,1450669820857,"WWF","CCW"
"4590289553154174",-23.63,1450661501586,"Bodyshop","CCW"
"4590289553154174",-37.4,1450703258631,"Sainsburys","CCW"
"58876425",-7.68,1450668877570,"Transfer from Current Account to Savings","SAW"
"9152783315",7.68,1450633027351,"Transfer from Current Account to Savings","SAW"
"9152783315",0.26,1450766330605,"Denise Patterson","CAD"
"4590289553154174",-19.63,1450726829545,"Sainsburys","CCW"
"4590289553154174",-3.6,1450844976198,"MegaBus","CCW"
"4590289553154174",-0.79,1450846963123,"Arriva Wales","CCW"
"4590289553154174",-10.89,1450895178263,"Primark","CCW"
"4590289553154174",-1.78,1450888460526,"RSPCA","CCW"
"9152783315",6.18,1451005252920,"Denise Patterson","CAD"
"9152783315",2.4,1450985085907,"Interest","CAD"
"9152783315",2000,1451129541373,"Salary BACS Payment","BAC"
"9152783315",-39.39,1451107539790,"Virgin Media","D/D"
"9152783315",-2.61,1451142393888,"Morrisons","CAW"
"4590289553154174",-26.57,1451087144515,"Bodyshop","CCW"
"4590289553154174",-13.88,1451118350281,"Supercuts","CCW"
"4590289553154174",-5.62,1451128300418,"RSPCA","CCW"
"82620766",-5.94,1451060770240,"Transfer from Current Account to Savings","SAW"
"9152783315",5.94,1451134938626,"Transfer from Current Account to Savings","SAW"
"9152783315",-5.29,1451165488427,"American Express","CAW"
"9152783315",-29.36,1451171558246,"Sainsburys","CAW"
"9152783315",-83.71,1451161987064,"Payment received thank you","CCD"
"4904586269960133",83.71,1451151779501,"Payment received thank you","CCD"
"4590289553154174",-0.01,1451156274914,"Bodyshop","CCW"
"4590289553154174",-12.89,1451161487627,"Arriva Wales","CCW"
"4590289553154174",-0.01,1451178184502,"Bodyshop","CCW"
"4590289553154174",-9.94,1451190228820,"Shelter","CCW"
"4590289553154174",-1.6,1451189676541,"MegaBus","CCW"
"9152783315",-1.61,1451202518833,"Payment received thank you","CCD"
"4590289553154174",1.61,1451198623797,"Payment received thank you","CCD"
"9152783315",-48.45,1451316607022,"NBS Personal Loan","D/D"
"9152783315",-11.63,1451283186252,"WWF","CAW"
"4904586269960133",-11.46,1451314534327,"Arriva Wales","CCW"
"4590289553154174",-31.26,1451307691018,"Pizza Express","CCW"
"9152783315",-86.98,1451250637467,"Payment received thank you","CCD"
"4590289553154174",86.98,1451266351586,"Payment received thank you","CCD"
"9152783315",-5.04,1451357232142,"Oxfam","CAW"
"9152783315",-2.55,1451317278968,"Barclaycard","CAW"
"4904586269960133",-4.23,1451326610790,"Supercuts","CCW"
"4590289553154174",-2.5,1451433191705,"Save the Children","CCW"
"9152783315",-38.04,1451473357065,"Payment received thank you","CCD"
"4590289553154174",38.04,1451468124223,"Payment received thank you","CCD"
"9152783315",5.6,1451539121546,"Lori Alexander","CAD"
"9152783315",-26.02,1451520499187,"Morrisons","CAW"
"4904586269960133",-9.66,1451570170932,"Arriva Wales","CCW"
"4590289553154174",-0.01,1451551123061,"MegaBus","CCW"
"4590289553154174",-4.21,1451536565409,"Cancer Research","CCW"
"9152783315",-20.05,1451610454503,"Sainsburys","CAW"
"4590289553154174",-10.44,1451613197526,"Shelter","CCW"
"58876425",-9.74,1451627599968,"Transfer from Current Account to Savings","SAW"
"9152783315",9.74,1451588294765,"Transfer from Current Account to Savings","SAW"
"9152783315",-27.72,1451664535185,"Superdrug","CAW"
"4904586269960133",-11.94,1451695064748,"Sports Direct","CCW"
"4590289553154174",-36.69,1451674184793,"Sainsburys","CCW"
"4590289553154174",-7.8,1451739736611,"WWF","CCW"
"9152783315",-76.35,1451680515603,"Payment received thank you","CCD"
"4590289553154174",76.35,1451662813429,"Payment received thank you","CCD"
"9152783315",-27.33,1451804871470,"M5 GoKarting","CAW"
"9152783315",-31,1451779481746,"Lush","CAW"
"9152783315",-30.21,1451783064348,"M5 GoKarting","CAW"
"9152783315",6.29,1451765588369,"Interest","CAD"
"4590289553154174",-4.54,1451752843102,"Oxfam","CCW"
"4590289553154174",-4.62,1451821416258,"Save the Children","CCW"
"4590289553154174",-34.77,1451793770848,"M5 GoKarting","CCW"
"9152783315",-44.62,1451891227998,"TV Licence","D/D"
"4904586269960133",-2.45,1451909112273,"Save the Children","CCW"
"4904586269960133",-28.17,1451855330335,"Primark","CCW"
"4590289553154174",-3.23,1451862800651,"National Express","CCW"
"4590289553154174",-1.94,1451978238104,"MegaBus","CCW"
"4590289553154174",-39.37,1451938238643,"Morrisons","CCW"
"4590289553154174",-14.14,1451962903165,"American Express","CCW"
"9152783315",-5.13,1452047147306,"Oxfam","CAW"
"9152783315",-28.51,1452035944393,"TicketMaster","CAW"
"4590289553154174",-8.77,1452027789383,"Shelter","CCW"
"4590289553154174",-1.94,1452033286535,"Hitachi Personal Finance","CCW"
"9152783315",-67.96,1452029957055,"Payment received thank you","CCD"
"4590289553154174",67.96,1452071989276,"Payment received thank you","CCD"
"4590289553154174",-17.38,1452014085135,"TicketMaster","CCW"
"9152783315",-7.39,1452123336666,"RSPCA","CAW"
"9152783315",-67.98,1452101839942,"Payment received thank you","CCD"
"4904586269960133",67.98,1452152686093,"Payment received thank you","CCD"
"9152783315",-8.52,1452128264574,"Payment received thank you","CCD"
"4590289553154174",8.52,1452169902685,"Payment received thank you","CCD"
"9152783315",-6.4,1452253013057,"Cancer Research","CAW"
"4904586269960133",-10.89,1452245594211,"National Express","CCW"
"9152783315",-242.43,1452183065955,"Payment received thank you","CCD"
"4904586269960133",242.43,1452212969938,"Payment received thank you","CCD"
"4590289553154174",-13.6,1452182460538,"Bodyshop","CCW"
"82620766",-6.03,1452201712426,"Transfer from Current Account to Savings","SAW"
"9152783315",6.03,1452238369054,"Transfer from Current Account to Savings","SAW"
"9152783315",-21.59,1452284448213,"Superdrug","CAW"
"4904586269960133",-6.32,1452323723314,"Cancer Research","CCW"
"4904586269960133",-36.38,1452289139626,"M5 GoKarting","CCW"
"9152783315",-70.45,1452284024888,"Payment received thank you","CCD"
"4904586269960133",70.45,1452283157275,"Payment received thank you","CCD"
"4904586269960133",-8.96,1452347862350,"Wonga","CCW"
"9152783315",-103.06,1452297625219,"Payment received thank you","CCD"
"4904586269960133",103.06,1452270271436,"Payment received thank you","CCD"
"4904586269960133",-34.91,1452326482684,"Paintball UK","CCW"
"4904586269960133",-8.13,1452308211178,"Cancer Research","CCW"
"9152783315",-6.62,1452369316989,"Morrisons","CAW"
"9152783315",-0.01,1452422871269,"Shelter","CAW"
"4590289553154174",-9.3,1452392438417,"Shelter","CCW"
"58876425",-12.17,1452410715570,"Transfer from Current Account to Savings","SAW"
"9152783315",12.17,1452433491219,"Transfer from Current Account to Savings","SAW"
"4904586269960133",-0.01,1452486123851,"Primark","CCW"
"4590289553154174",-26.35,1452514935037,"Supercuts","CCW"
"9152783315",-7.64,1452610172476,"Oxfam","CAW"
"9152783315",-6.01,1452563815924,"Wonga","CAW"
"9152783315",-37.55,1452543104384,"Supercuts","CAW"
"9152783315",-19.31,1452565801994,"Payment received thank you","CCD"
"4904586269960133",19.31,1452596649386,"Payment received thank you","CCD"
"4904586269960133",-5.48,1452595544954,"Oxfam","CCW"
"4904586269960133",-28.58,1452598196839,"Bodyshop","CCW"
"4904586269960133",-33.24,1452612461015,"Lush","CCW"
"4904586269960133",-6.72,1452544005928,"Shelter","CCW"
"9152783315",-800,1452649024784,"Rent","D/D"
"58876425",-19.23,1452615372834,"Transfer from Current Account to Savings","SAW"
"9152783315",19.23,1452621540488,"Transfer from Current Account to Savings","SAW"
"82620766",0,1452621639805,"Transfer from Savings to Current Account","SAD"
"9152783315",0,1452663058341,"Transfer from Savings to Current Account","SAD"
"82620766",-26.78,1452678345389,"Transfer from Current Account to Savings","SAW"
"9152783315",26.78,1452626061974,"Transfer from Current Account to Savings","SAW"
"9152783315",-14.85,1452739003997,"Thames Water","D/D"
"4904586269960133",-30.92,1452718795058,"Paintball UK","CCW"
"82620766",0,1452751453171,"Transfer from Savings to Current Account","SAD"
"9152783315",0,1452699916650,"Transfer from Savings to Current Account","SAD"
"9152783315",-22.91,1452790250716,"Sky Digital","D/D"
"4904586269960133",-18.91,1452864505055,"Primark","CCW"
"9152783315",0.95,1452944676865,"Interest","CAD"
"4904586269960133",-0.01,1452899926533,"Barclaycard","CCW"
"4590289553154174",-18.56,1452917910416,"Sports Direct","CCW"
"58876425",-15.38,1452931071457,"Transfer from Current Account to Savings","SAW"
"9152783315",15.38,1452939714676,"Transfer from Current Account to Savings","SAW"
"82620766",-0.62,1452913512372,"Transfer from Current Account to Savings","SAW"
"9152783315",0.62,1452912505052,"Transfer from Current Account to Savings","SAW"
"9152783315",2.72,1453005334092,"Brenda Ward","CAD"
"4904586269960133",-5.83,1453019821828,"Shelter","CCW"
"9152783315",12.88,1453163228219,"Alan Scott","CAD"
"9152783315",2.38,1453161090371,"Brenda Ward","CAD"
"4904586269960133",-0.01,1453153347000,"Barclaycard","CCW"
"4590289553154174",-8.86,1453147868113,"Wonga","CCW"
"58876425",-3.57,1453189070545,"Transfer from Current Account to Savings","SAW"
"9152783315",3.57,1453132163134,"Transfer from Current Account to Savings","SAW"
"9152783315",2.6,1453259671154,"Lori Alexander","CAD"
"4904586269960133",-27.79,1453344591853,"TicketMaster","CCW"
"4590289553154174",-0.01,1453433274771,"Arriva Wales","CCW"
"4904586269960133",-3.5,1453524640347,"Oxfam","CCW"
"4904586269960133",-7.82,1453547917039,"Sports Direct","CCW"
"4904586269960133",-8.85,1453637066854,"WWF","CCW"
"4904586269960133",-7.05,1453572860435,"National Express","CCW"
"4904586269960133",-2.07,1453586977988,"Cancer Research","CCW"
"4904586269960133",-4.28,1453646159579,"Wonga","CCW"
"4590289553154174",-19.93,1453625432894,"Primark","CCW"
"4904586269960133",-9.22,1453655631866,"WWF","CCW"
"82620766",-1.6099999999999826,1453734571050,"Transfer from Current Account to Savings","SAW"
"9152783315",1.6099999999999826,1453714296912,"Transfer from Current Account to Savings","SAW"
"9152783315",2000,1453753833235,"Salary BACS Payment","BAC"
"9152783315",-39.39,1453803831361,"Virgin Media","D/D"
"9152783315",-0.23,1453768385377,"Wonga","CAW"
"9152783315",-19.73,1453739196076,"Sports Direct","CAW"
"9152783315",-3.39,1453748432482,"Lush","CAW"
"9152783315",-103.99,1453814949537,"Payment received thank you","CCD"
"4904586269960133",103.99,1453788874647,"Payment received thank you","CCD"
"4904586269960133",-15.81,1453761527477,"Bodyshop","CCW"
"4904586269960133",-21.24,1453793527844,"Lush","CCW"
"9152783315",-16.55,1453797092968,"Payment received thank you","CCD"
"4904586269960133",16.55,1453765849321,"Payment received thank you","CCD"
"58876425",-14.46,1453764141765,"Transfer from Current Account to Savings","SAW"
"9152783315",14.46,1453752190803,"Transfer from Current Account to Savings","SAW"
"9152783315",-8.67,1453889983651,"Wonga","CAW"
"9152783315",-32.19,1453867642633,"Paintball UK","CAW"
"9152783315",-8.51,1453875898464,"Superdrug","CAW"
"9152783315",-28.86,1453882992850,"Bodyshop","CAW"
"9152783315",-1.23,1453886082104,"Hitachi Personal Finance","CAW"
"9152783315",9.2,1453824877376,"Brenda Ward","CAD"
"4904586269960133",-8.59,1453871179895,"National Express","CCW"
"4904586269960133",-26.78,1453904252843,"M5 GoKarting","CCW"
"9152783315",-161.14,1453893076224,"Payment received thank you","CCD"
"4904586269960133",161.14,1453868605044,"Payment received thank you","CCD"
"82620766",0,1453882801367,"Transfer from Current Account to Savings","SAW"
"9152783315",0,1453905442406,"Transfer from Current Account to Savings","SAW"
"9152783315",-48.45,1453970909888,"NBS Personal Loan","D/D"
"9152783315",-31.27,1453929243154,"Primark","CAW"
"4904586269960133",-19.74,1453931816792,"Primark","CCW"
"9152783315",-220.73,1453989694390,"Payment received thank you","CCD"
"4590289553154174",220.73,1453910779835,"Payment received thank you","CCD"
"4590289553154174",-13.06,1453911027221,"Hitachi Personal Finance","CCW"
"4590289553154174",-13.39,1453979273268,"MegaBus","CCW"
"4590289553154174",-9.01,1453986567005,"WWF","CCW"
"9152783315",-229.13,1453992397034,"Payment received thank you","CCD"
"4590289553154174",229.13,1453973695378,"Payment received thank you","CCD"
"4590289553154174",-13.84,1453911687440,"Sports Direct","CCW"
"9152783315",-28.43,1454073491487,"Bodyshop","CAW"
"9152783315",-30.86,1454035165882,"Sainsburys","CAW"
"9152783315",-0.01,1454001733646,"National Express","CAW"
"9152783315",-14.86,1454078765684,"Save the Children","CAW"
"9152783315",-19.25,1454024466188,"Morrisons","CAW"
"4904586269960133",-18.85,1454018574586,"Bodyshop","CCW"
"4904586269960133",-5.6,1454055022393,"Bodyshop","CCW"
"4904586269960133",-10.74,1454036007982,"Arriva Wales","CCW"
"9152783315",-49.32,1454006582759,"Payment received thank you","CCD"
"4904586269960133",49.32,1454030686912,"Payment received thank you","CCD"
"4904586269960133",-6.35,1454033953636,"Primark","CCW"
"4904586269960133",-9.96,1454024121312,"Wonga","CCW"
"4904586269960133",-0.01,1454021465807,"MegaBus","CCW"
"4590289553154174",-25.65,1454045665961,"Supercuts","CCW"
"4590289553154174",-28.6,1453995583534,"Paintball UK","CCW"
"4590289553154174",-13.17,1454056999400,"Superdrug","CCW"
"4590289553154174",-15.84,1454002443550,"Sports Direct","CCW"
"58876425",-10.89,1454075695894,"Transfer from Current Account to Savings","SAW"
"9152783315",10.89,1454051414076,"Transfer from Current Account to Savings","SAW"
"9152783315",-11.45,1454160422647,"Oxfam","CAW"
"9152783315",-31.45,1454105925566,"M5 GoKarting","CAW"
"4904586269960133",-18.65,1454114548369,"Matalan","CCW"
"4590289553154174",-11.43,1454151624597,"Cancer Research","CCW"
"9152783315",-146.4,1454151233574,"Payment received thank you","CCD"
"4590289553154174",146.4,1454147298403,"Payment received thank you","CCD"
"9152783315",-50.44,1454181480865,"Paintball UK","CAW"
"9152783315",-3.29,1454183449077,"Shelter","CAW"
"4904586269960133",-0.81,1454196672994,"American Express","CCW"
"4904586269960133",-0.01,1454211138986,"MegaBus","CCW"
"4904586269960133",-11.64,1454206540701,"WWF","CCW"
"4904586269960133",-26.81,1454193256762,"Sainsburys","CCW"
"4904586269960133",-2.94,1454227580286,"WWF","CCW"
"4590289553154174",-0.01,1454235079335,"Wonga","CCW"
"58876425",-4.04,1454170063270,"Transfer from Current Account to Savings","SAW"
"9152783315",4.04,1454240059937,"Transfer from Current Account to Savings","SAW"
"58876425",-5.59,1454184430648,"Transfer from Current Account to Savings","SAW"
"9152783315",5.59,1454185919097,"Transfer from Current Account to Savings","SAW"
