"account","amount","date","description","type"
"4435542410873103",117.91,1448654887339,"Payment received thank you","CCD"
"4435542410873103",-16.19,1448723550483,"Lush","CCW"
"4435542410873103",-24.61,1448718565847,"Sports Direct","CCW"
"27010425",-37.62,1448698486564,"Transfer from Current Account to Savings","SAW"
"2763512073",37.62,1448659136390,"Transfer from Current Account to Savings","SAW"
"2763512073",6.1,1448774950695,"Lori Alexander","CAD"
"2763512073",-7.03,1448744299108,"Superdrug","CAW"
"2763512073",-0.01,1448764204723,"WWF","CAW"
"2763512073",-26.63,1448790213289,"Superdrug","CAW"
"2763512073",-0.12,1448793209091,"Supercuts","CAW"
"2763512073",7.47,1448730908817,"Lori Alexander","CAD"
"2763512073",6.35,1448778395276,"Lori Alexander","CAD"
"2763512073",-11.1,1448743804243,"Sports Direct","CAW"
"2763512073",-17.27,1448792817140,"Superdrug","CAW"
"2763512073",-7.46,1448786116838,"Superdrug","CAW"
"2763512073",-2.76,1448790907625,"MegaBus","CAW"
"2763512073",-2.91,1448897346646,"MegaBus","CAW"
"2763512073",-7.13,1448825730720,"Oxfam","CAW"
"2763512073",-12.17,1448845546320,"Primark","CAW"
"4063683329984424",-29.55,1448896333801,"Primark","CCW"
"4435542410873103",-6.69,1448873292329,"Hitachi Personal Finance","CCW"
"4063683329984424",-5.76,1448929149746,"Shelter","CCW"
"4063683329984424",-35,1448918108352,"TicketMaster","CCW"
"4435542410873103",-37.51,1448972300036,"Paintball UK","CCW"
"2763512073",-27.64,1448925520631,"Payment received thank you","CCD"
"4435542410873103",27.64,1448983593634,"Payment received thank you","CCD"
"4435542410873103",-17.38,1448923722584,"Matalan","CCW"
"2763512073",-0.14,1448979733342,"Payment received thank you","CCD"
"4435542410873103",0.14,1448966577098,"Payment received thank you","CCD"
"27010425",-9.79,1448933606035,"Transfer from Current Account to Savings","SAW"
"2763512073",9.79,1448979425850,"Transfer from Current Account to Savings","SAW"
"4063683329984424",-24.73,1449034498063,"TicketMaster","CCW"
"4063683329984424",-1.25,1449037670614,"Arriva Wales","CCW"
"4435542410873103",-5.24,1449034259063,"Bodyshop","CCW"
"2763512073",-21.66,1449087569690,"Paintball UK","CAW"
"4063683329984424",-20.91,1449077949790,"Pizza Express","CCW"
"4063683329984424",-8.86,1449096724080,"Oxfam","CCW"
"4435542410873103",-6.78,1449131047426,"Cancer Research","CCW"
"27010425",-2.22,1449076184243,"Transfer from Current Account to Savings","SAW"
"2763512073",2.22,1449074441905,"Transfer from Current Account to Savings","SAW"
"2763512073",-0.01,1449158247235,"National Express","CAW"
"4063683329984424",-36.35,1449180506787,"Sainsburys","CCW"
"4063683329984424",-3.41,1449193381268,"MegaBus","CCW"
"2763512073",-24.19,1449217529633,"Payment received thank you","CCD"
"4435542410873103",24.19,1449174913632,"Payment received thank you","CCD"
"4435542410873103",-29.48,1449197186342,"TicketMaster","CCW"
"4435542410873103",-0.01,1449236093476,"National Express","CCW"
"2763512073",-26.9,1449303759305,"Sainsburys","CAW"
"2763512073",-8.27,1449312498637,"MegaBus","CAW"
"2763512073",-7.85,1449270031951,"Shelter","CAW"
"2763512073",-5.28,1449258498254,"Sports Direct","CAW"
"2763512073",-4.81,1449259989998,"Save the Children","CAW"
"2763512073",-32.42,1449369490617,"Paintball UK","CAW"
"2763512073",-0.94,1449391410490,"Cancer Research","CAW"
"2763512073",-14.19,1449394750124,"MegaBus","CAW"
"2763512073",-10.36,1449336156752,"Cancer Research","CAW"
"2763512073",-28.84,1449377697108,"Pizza Express","CAW"
"2763512073",-36.74,1449332749671,"Morrisons","CAW"
"2763512073",-2.86,1449415238383,"MegaBus","CAW"
"2763512073",3.35,1449411826104,"Brenda Ward","CAD"
"4063683329984424",-3.45,1449395962846,"American Express","CCW"
"2763512073",-11.31,1449491033936,"British Gas","D/D"
"2763512073",-1.88,1449478089952,"Shelter","CAW"
"2763512073",4.93,1449458685957,"Nicole Bailey","CAD"
"27010425",-9.01,1449480782784,"Transfer from Current Account to Savings","SAW"
"2763512073",9.01,1449465614547,"Transfer from Current Account to Savings","SAW"
"2763512073",-6.11,1449523272672,"Churchill Insurance","D/D"
"2763512073",-2.53,1449586673354,"RSPCA","CAW"
"2763512073",-0.01,1449544450859,"Lush","CAW"
"2763512073",-2.82,1449561132808,"Barclaycard","CAW"
"2763512073",6.16,1449617101466,"Brenda Ward","CAD"
"4435542410873103",-16.44,1449599403039,"Matalan","CCW"
"2763512073",-29.74,1449720410627,"Virgin Media","D/D"
"4063683329984424",-0.01,1449756235608,"Barclaycard","CCW"
"2763512073",3.93,1449793796795,"Nicole Bailey","CAD"
"4063683329984424",-0.01,1449782284847,"MegaBus","CCW"
"4063683329984424",-49.02,1449796410435,"TicketMaster","CCW"
"4435542410873103",-40.67,1449927741227,"Sainsburys","CCW"
"27010425",-1.41,1449868027586,"Transfer from Current Account to Savings","SAW"
"2763512073",1.41,1449864341895,"Transfer from Current Account to Savings","SAW"
"2763512073",9.25,1450002625207,"Interest","CAD"
"2763512073",0.08,1449968916887,"Brenda Ward","CAD"
"4063683329984424",-9.15,1449964650015,"RSPCA","CCW"
"27010425",0,1450006973048,"Transfer from Savings to Current Account","SAD"
"2763512073",0,1449996844929,"Transfer from Savings to Current Account","SAD"
"2763512073",1.11,1450058161030,"Alan Scott","CAD"
"2763512073",6.81,1450023592605,"Interest","CAD"
"2763512073",0.8,1450049464122,"Denise Patterson","CAD"
"2763512073",-28.59,1450078128278,"Pizza Express","CAW"
"2763512073",1.39,1450180548149,"Lori Alexander","CAD"
"2763512073",-26.13,1450213616793,"TicketMaster","CAW"
"2763512073",-8.79,1450326212571,"NBS Personal Loan","D/D"
"2763512073",2.11,1450312496114,"Lori Alexander","CAD"
"2763512073",1.53,1450349492842,"Interest","CAD"
"2763512073",12.01,1450358341722,"Nicole Bailey","CAD"
"2763512073",-9.38,1450370758848,"Cancer Research","CAW"
"2763512073",10.73,1450435875746,"Nicole Bailey","CAD"
"2763512073",-7.7,1450441987041,"Oxfam","CAW"
"2763512073",3.2,1450384243512,"Alan Scott","CAD"
"2763512073",4.34,1450374342444,"Denise Patterson","CAD"
"2763512073",-1.45,1450424874104,"Cancer Research","CAW"
"4063683329984424",-6.21,1450374183274,"Barclaycard","CCW"
"2763512073",-4.17,1450404815862,"Payment received thank you","CCD"
"4435542410873103",4.17,1450402041145,"Payment received thank you","CCD"
"2763512073",-9.83,1450482306215,"Shelter","CAW"
"2763512073",-2.23,1450516340993,"Payment received thank you","CCD"
"4063683329984424",2.23,1450490256598,"Payment received thank you","CCD"
"4435542410873103",-1.04,1450503870316,"Hitachi Personal Finance","CCW"
"2763512073",1.36,1450707030049,"Brenda Ward","CAD"
"2763512073",0.25,1450702845281,"Interest","CAD"
"2763512073",-9.33,1450643163903,"Save the Children","CAW"
"4435542410873103",-7.22,1450646271445,"Arriva Wales","CCW"
"27010425",-3.87,1450711745955,"Transfer from Current Account to Savings","SAW"
"2763512073",3.87,1450654981716,"Transfer from Current Account to Savings","SAW"
"2763512073",-35.26,1450763334829,"Sports Direct","CAW"
"2763512073",2.59,1450759278099,"Interest","CAD"
"2763512073",-49.53,1450752926552,"Pizza Express","CAW"
"2763512073",4.23,1450865198944,"Nicole Bailey","CAD"
"2763512073",-4.86,1450808159718,"Oxfam","CAW"
"27010425",-9.95,1450827962332,"Transfer from Current Account to Savings","SAW"
"2763512073",9.95,1450863387571,"Transfer from Current Account to Savings","SAW"
"2763512073",-5.3,1450909074031,"Superdrug","CAW"
"2763512073",-23.16,1450895971948,"Morrisons","CAW"
"2763512073",-800,1451035696397,"Rent","D/D"
"2763512073",2000,1451072806061,"Salary BACS Payment","BAC"
"2763512073",-6.97,1451109118314,"American Express","CAW"
"2763512073",-3.38,1451065378007,"Arriva Wales","CAW"
"2763512073",-9.78,1451061044775,"Wonga","CAW"
"4063683329984424",-0.01,1451122058300,"Superdrug","CCW"
"2763512073",-5.54,1451211038358,"Arriva Wales","CAW"
"2763512073",-358.62,1451228243840,"Payment received thank you","CCD"
"4063683329984424",358.62,1451154963799,"Payment received thank you","CCD"
"2763512073",-16.71,1451297916016,"Supercuts","CAW"
"2763512073",-43.83,1451296964931,"Morrisons","CAW"
"2763512073",-0.01,1451252819400,"MegaBus","CAW"
"2763512073",-11.08,1451264742062,"MegaBus","CAW"
"2763512073",-39.41,1451235819285,"Pizza Express","CAW"
"2763512073",-40.1,1451314758728,"Payment received thank you","CCD"
"4063683329984424",40.1,1451252618122,"Payment received thank you","CCD"
"2763512073",-8.97,1451338192823,"Arriva Wales","CAW"
"2763512073",-15.44,1451428219244,"Cancer Research","CAW"
"2763512073",0.66,1451404518171,"Interest","CAD"
"2763512073",-31.03,1451489417838,"M5 GoKarting","CAW"
"2763512073",-10.91,1451474087051,"Superdrug","CAW"
"2763512073",0.52,1451462857836,"Nicole Bailey","CAD"
"2763512073",1.15,1451447192538,"Brenda Ward","CAD"
"2763512073",-23.12,1451439517089,"Paintball UK","CAW"
"2763512073",-8.24,1451418669722,"Paintball UK","CAW"
"2763512073",-11.3,1451414840582,"Superdrug","CAW"
"2763512073",2.97,1451405591664,"Lori Alexander","CAD"
"2763512073",-0.01,1451478812738,"Lush","CAW"
"4063683329984424",-2.58,1451452228424,"MegaBus","CCW"
"2763512073",-179.1,1451469640460,"Payment received thank you","CCD"
"4435542410873103",179.1,1451412230931,"Payment received thank you","CCD"
"4435542410873103",-0.01,1451484805610,"WWF","CCW"
"4435542410873103",-2.81,1451421645479,"Oxfam","CCW"
"4435542410873103",-33.84,1451473818575,"Morrisons","CCW"
"27010425",4.05,1451480347778,"Transfer from Savings to Current Account","SAD"
"2763512073",-4.05,1451443346237,"Transfer from Savings to Current Account","SAD"
"2763512073",-9.22,1451559571876,"Hitachi Personal Finance","CAW"
"4063683329984424",-17.69,1451553857164,"Bodyshop","CCW"
"4063683329984424",-4.78,1451532856956,"National Express","CCW"
"4435542410873103",-26.81,1451513953852,"Pizza Express","CCW"
"27010425",-3.49,1451568586762,"Transfer from Current Account to Savings","SAW"
"2763512073",3.49,1451534778305,"Transfer from Current Account to Savings","SAW"
"2763512073",-7.03,1451632731094,"WWF","CAW"
"4063683329984424",-3.97,1451588271937,"Cancer Research","CCW"
"4435542410873103",-0.01,1451643633693,"National Express","CCW"
"27010425",-5.16,1451623548888,"Transfer from Current Account to Savings","SAW"
"2763512073",5.16,1451636735465,"Transfer from Current Account to Savings","SAW"
"27010425",-9.77,1451577817450,"Transfer from Current Account to Savings","SAW"
"2763512073",9.77,1451608973745,"Transfer from Current Account to Savings","SAW"
"2763512073",-22.25,1451744044649,"Pizza Express","CAW"
"2763512073",-32.12,1451677466763,"Sports Direct","CAW"
"4063683329984424",-0.01,1451695185938,"Oxfam","CCW"
"4063683329984424",-22.6,1451672858499,"Pizza Express","CCW"
"4435542410873103",-0.66,1451679814937,"American Express","CCW"
"2763512073",-35.06,1451687687022,"Payment received thank you","CCD"
"4435542410873103",35.06,1451703680301,"Payment received thank you","CCD"
"2763512073",-2.92,1451757226509,"Shelter","CAW"
"2763512073",-9.54,1451800774195,"National Express","CAW"
"2763512073",-67.09,1451752179120,"Payment received thank you","CCD"
"4435542410873103",67.09,1451760396570,"Payment received thank you","CCD"
"4435542410873103",-0.01,1451771594919,"MegaBus","CCW"
"27010425",-7.22,1451826065714,"Transfer from Current Account to Savings","SAW"
"2763512073",7.22,1451776873495,"Transfer from Current Account to Savings","SAW"
"2763512073",-9.37,1451859717103,"Wonga","CAW"
"4435542410873103",-2.86,1451848833953,"RSPCA","CCW"
"4435542410873103",-17.74,1451865601758,"Arriva Wales","CCW"
"2763512073",-8.22,1451974702702,"Arriva Wales","CAW"
"2763512073",-0.01,1451949322369,"Wonga","CAW"
"4435542410873103",-16.09,1451937343879,"Bodyshop","CCW"
"4435542410873103",-4.32,1451977162907,"Supercuts","CCW"
"4435542410873103",-6.97,1451979223145,"Wonga","CCW"
"4435542410873103",-0.01,1451936876682,"Supercuts","CCW"
"2763512073",-67.98,1451956084039,"Payment received thank you","CCD"
"4435542410873103",67.98,1452003830804,"Payment received thank you","CCD"
"2763512073",15.61,1452044772988,"Denise Patterson","CAD"
"4063683329984424",-12.67,1452041533311,"Sports Direct","CCW"
"4435542410873103",-7.95,1452073797211,"Arriva Wales","CCW"
"2763512073",-11.31,1452157055868,"British Gas","D/D"
"2763512073",-39.74,1452117643172,"Paintball UK","CAW"
"4063683329984424",-0.01,1452146998761,"National Express","CCW"
"4435542410873103",-18.05,1452128839006,"Lush","CCW"
"4435542410873103",-25,1452130295458,"Lush","CCW"
"27010425",-1.78,1452171703026,"Transfer from Current Account to Savings","SAW"
"2763512073",1.78,1452110120462,"Transfer from Current Account to Savings","SAW"
"2763512073",-6.11,1452225736807,"Churchill Insurance","D/D"
"4063683329984424",-6.18,1452204738759,"Barclaycard","CCW"
"4063683329984424",-0.03,1452205795938,"American Express","CCW"
"4063683329984424",-14.07,1452258448569,"M5 GoKarting","CCW"
"2763512073",-8.31,1452300951554,"Oxfam","CAW"
"2763512073",-0.01,1452287940175,"National Express","CAW"
"2763512073",-11.69,1452325285542,"MegaBus","CAW"
"2763512073",-6.22,1452308136720,"National Express","CAW"
"4435542410873103",-0.01,1452282155745,"WWF","CCW"
"27010425",-9.27,1452286895148,"Transfer from Current Account to Savings","SAW"
"2763512073",9.27,1452348881794,"Transfer from Current Account to Savings","SAW"
"2763512073",-29.74,1452415896630,"Virgin Media","D/D"
"4063683329984424",-2.24,1452389910704,"National Express","CCW"
"4063683329984424",-16.04,1452409788481,"Matalan","CCW"
"4063683329984424",-12.52,1452396028919,"National Express","CCW"
"4063683329984424",-28.83,1452410637484,"M5 GoKarting","CCW"
"4435542410873103",-32.98,1452366128000,"Superdrug","CCW"
"4063683329984424",-13.55,1452487785522,"Pizza Express","CCW"
"4063683329984424",-8.64,1452470936402,"Oxfam","CCW"
"4063683329984424",-3.15,1452454511263,"Arriva Wales","CCW"
"27010425",-13.67,1452443463793,"Transfer from Current Account to Savings","SAW"
"2763512073",13.67,1452459460903,"Transfer from Current Account to Savings","SAW"
"4435542410873103",-5.68,1452544009544,"MegaBus","CCW"
"2763512073",12.48,1452654593200,"Nicole Bailey","CAD"
"2763512073",-5.14,1452639558679,"Supercuts","CAW"
"4063683329984424",-32.06,1452693137541,"Pizza Express","CCW"
"4063683329984424",-30.12,1452764346801,"Primark","CCW"
"4063683329984424",-40.78,1452784897933,"TicketMaster","CCW"
"2763512073",0.59,1452870757135,"Interest","CAD"
"2763512073",-13.13,1452864928044,"WWF","CAW"
"2763512073",5.89,1452812461473,"Alan Scott","CAD"
"4063683329984424",-9.85,1452858078747,"Matalan","CCW"
"27010425",-0.13,1452853090468,"Transfer from Current Account to Savings","SAW"
"2763512073",0.13,1452850714537,"Transfer from Current Account to Savings","SAW"
"2763512073",7.85,1452892448585,"Interest","CAD"
"2763512073",-17.68,1452888510391,"Arriva Wales","CAW"
"2763512073",-8.79,1453033839919,"NBS Personal Loan","D/D"
"4063683329984424",-5.98,1453010219764,"Oxfam","CCW"
"2763512073",-8.79,1453101663994,"MegaBus","CAW"
"4063683329984424",-0.01,1453101953744,"RSPCA","CCW"
"4063683329984424",-6.47,1453073395920,"National Express","CCW"
"4063683329984424",-11.15,1453076025542,"Sports Direct","CCW"
"4063683329984424",-10.98,1453079301537,"Superdrug","CCW"
"27010425",0.2699999999998788,1453180061040,"Transfer from Savings to Current Account","SAD"
"2763512073",-0.2699999999998788,1453161284127,"Transfer from Savings to Current Account","SAD"
"2763512073",6.38,1453225362907,"Nicole Bailey","CAD"
"2763512073",-7.12,1453303487470,"Cancer Research","CAW"
"2763512073",-22.11,1453255518839,"TicketMaster","CAW"
"27010425",-14.96,1453330118030,"Transfer from Current Account to Savings","SAW"
"2763512073",14.96,1453355136461,"Transfer from Current Account to Savings","SAW"
"2763512073",-0.12,1453489731760,"MegaBus","CAW"
"2763512073",-19.44,1453486418914,"Sainsburys","CAW"
"27010425",-16.47,1453500796029,"Transfer from Current Account to Savings","SAW"
"2763512073",16.47,1453485255612,"Transfer from Current Account to Savings","SAW"
"2763512073",0.1,1453586668246,"Brenda Ward","CAD"
"2763512073",-16.66,1453565858508,"Sports Direct","CAW"
"2763512073",0.67,1453633314529,"Lori Alexander","CAD"
"2763512073",0.68,1453615363451,"Nicole Bailey","CAD"
"2763512073",3.9,1453614606929,"Denise Patterson","CAD"
"4435542410873103",-22.24,1453637890803,"Morrisons","CCW"
"2763512073",-800,1453662601035,"Rent","D/D"
"2763512073",2000,1453760573012,"Salary BACS Payment","BAC"
"2763512073",0.38,1453777544194,"Interest","CAD"
"2763512073",-6.93,1453756739410,"Barclaycard","CAW"
"2763512073",-96.63,1453772481590,"Payment received thank you","CCD"
"4435542410873103",96.63,1453757930715,"Payment received thank you","CCD"
"2763512073",-0.01,1453768585546,"Payment received thank you","CCD"
"4435542410873103",0.01,1453815850757,"Payment received thank you","CCD"
"27010425",-0.1,1453819309995,"Transfer from Current Account to Savings","SAW"
"2763512073",0.1,1453742876483,"Transfer from Current Account to Savings","SAW"
"2763512073",-41.68,1453890322573,"Paintball UK","CAW"
"2763512073",-12.01,1453894519151,"National Express","CAW"
"2763512073",-22.97,1453857561504,"Matalan","CAW"
"2763512073",-0.71,1453858657249,"National Express","CAW"
"2763512073",-3.05,1453866244237,"Matalan","CAW"
"2763512073",-18.67,1453823633072,"WWF","CAW"
"2763512073",-39.98,1453875168310,"M5 GoKarting","CAW"
"4435542410873103",-1.8,1453824272221,"MegaBus","CCW"
"2763512073",-19.93,1453973919752,"Supercuts","CAW"
"2763512073",-6.5,1453988510255,"Save the Children","CAW"
"4435542410873103",-0.01,1453976733982,"Cancer Research","CCW"
"4435542410873103",-11.1,1453973430115,"MegaBus","CCW"
"2763512073",-7.55,1453996471290,"Arriva Wales","CAW"
"2763512073",-58.63,1454032471372,"Payment received thank you","CCD"
"4435542410873103",58.63,1454063791191,"Payment received thank you","CCD"
"4435542410873103",-21.55,1454024917811,"Matalan","CCW"
"2763512073",-34.81,1454114160371,"Pizza Express","CAW"
"2763512073",-10.59,1454161109192,"Bodyshop","CAW"
"4063683329984424",-9.25,1454157982246,"Save the Children","CCW"
"4435542410873103",-22.39,1454160998106,"M5 GoKarting","CCW"
"2763512073",-7.26,1454244198911,"Hitachi Personal Finance","CAW"
"4435542410873103",-10.24,1454174510729,"Shelter","CCW"
"2763512073",-173.09,1454223255210,"Payment received thank you","CCD"
"4435542410873103",173.09,1454244078722,"Payment received thank you","CCD"
"4435542410873103",-25.42,1454172832835,"Sainsburys","CCW"
"27010425",0.32,1454217519292,"Transfer from Savings to Current Account","SAD"
"2763512073",-0.32,1454205263244,"Transfer from Savings to Current Account","SAD"
"2763512073",-26.88,1454270071121,"Morrisons","CAW"
"2763512073",1.66,1454256367335,"Brenda Ward","CAD"
"2763512073",-5.24,1454256194909,"RSPCA","CAW"
"2763512073",-26.91,1454262821122,"Morrisons","CAW"
"4063683329984424",-45.35,1454284380833,"Sports Direct","CCW"
"4435542410873103",-6.45,1454335531501,"MegaBus","CCW"
"4435542410873103",-31.81,1454396181055,"M5 GoKarting","CCW"
"4435542410873103",-5.16,1454408614149,"Arriva Wales","CCW"
"4435542410873103",-0.01,1454423401428,"Wonga","CCW"
"4435542410873103",-7.68,1454354356845,"WWF","CCW"
"2763512073",-49.56,1454430651524,"Sainsburys","CAW"
"2763512073",-33.4,1454461690120,"Morrisons","CAW"
"2763512073",-0.01,1454541050035,"Oxfam","CAW"
"2763512073",-3.8,1454524412085,"RSPCA","CAW"
"2763512073",-12.65,1454597658691,"Primark","CAW"
"2763512073",-3.58,1454594087045,"Save the Children","CAW"
"4435542410873103",-1.05,1454648467285,"Hitachi Personal Finance","CCW"
"4435542410873103",-8,1454626729355,"Wonga","CCW"
"2763512073",-6.24,1454759793964,"Shelter","CAW"
"2763512073",-11.31,1454832359262,"British Gas","D/D"
"2763512073",-0.01,1454821596108,"Lush","CAW"
"2763512073",-183.33,1454780601839,"Payment received thank you","CCD"
"4435542410873103",183.33,1454786476318,"Payment received thank you","CCD"
"2763512073",-6.11,1454889790756,"Churchill Insurance","D/D"
"2763512073",-7.17,1454869890997,"Wonga","CAW"
"2763512073",-13.8,1454888644203,"Primark","CAW"
"2763512073",-17.2,1454931668195,"Lush","CAW"
"2763512073",-16.19,1454924337283,"Sports Direct","CAW"
"2763512073",-8.55,1454901535080,"RSPCA","CAW"
"2763512073",-0.01,1454900144369,"National Express","CAW"
"2763512073",-37.7,1455005828780,"Supercuts","CAW"
"4435542410873103",-0.01,1454999993267,"RSPCA","CCW"
"4435542410873103",-2.98,1455000481497,"Arriva Wales","CCW"
"4435542410873103",-17.62,1455025284914,"Pizza Express","CCW"
"2763512073",-29.74,1455060143681,"Virgin Media","D/D"
"4063683329984424",-3.93,1455081477286,"RSPCA","CCW"
"4435542410873103",-16.63,1455039743250,"Supercuts","CCW"
"4435542410873103",-14.65,1455081745603,"Matalan","CCW"
"4435542410873103",-4.35,1455051152045,"American Express","CCW"
"4435542410873103",-32.56,1455096572212,"Sainsburys","CCW"
"4435542410873103",-8.09,1455179561043,"Matalan","CCW"
"4435542410873103",-0.01,1455400428975,"Cancer Research","CCW"
"4063683329984424",-7.11,1455472323898,"Cancer Research","CCW"
"4435542410873103",-27.05,1455485685694,"Paintball UK","CCW"
"4435542410873103",-4.76,1455532829793,"American Express","CCW"
"4435542410873103",-0.88,1455522617424,"Hitachi Personal Finance","CCW"
"4435542410873103",-1.95,1455532728827,"Barclaycard","CCW"
"4435542410873103",-9.2,1455513842413,"Hitachi Personal Finance","CCW"
"4435542410873103",-27.7,1455513570269,"Sainsburys","CCW"
"27010425",-18.63,1455554141183,"Transfer from Current Account to Savings","SAW"
"2763512073",18.63,1455550632677,"Transfer from Current Account to Savings","SAW"
"2763512073",-8.79,1455646482229,"NBS Personal Loan","D/D"
"4435542410873103",-20.36,1455757333893,"Pizza Express","CCW"
"2763512073",15.13,1455900494895,"Lori Alexander","CAD"
"2763512073",0.33,1456094543014,"Nicole Bailey","CAD"
"2763512073",3.45,1456160481397,"Interest","CAD"
"2763512073",0.18,1456270680235,"Nicole Bailey","CAD"
"2763512073",0.17,1456325550493,"Alan Scott","CAD"
"2763512073",-800,1456352399095,"Rent","D/D"
"2763512073",2000,1456450791186,"Salary BACS Payment","BAC"
"2763512073",-2.4,1456476840386,"MegaBus","CAW"
"2763512073",-2.23,1456484995843,"WWF","CAW"
"2763512073",-37.68,1456429000895,"TicketMaster","CAW"
"2763512073",-6.22,1456454626058,"Oxfam","CAW"
"2763512073",-18.11,1456469976138,"Morrisons","CAW"
"2763512073",-1.92,1456453003239,"WWF","CAW"
"2763512073",-6.78,1456439658322,"Arriva Wales","CAW"
"2763512073",-0.01,1456476992425,"Wonga","CAW"
"2763512073",-9.32,1456466077535,"Oxfam","CAW"
"27010425",-0.88,1456493106929,"Transfer from Current Account to Savings","SAW"
"2763512073",0.88,1456476017017,"Transfer from Current Account to Savings","SAW"
"2763512073",-17.93,1456541520537,"Matalan","CAW"
"2763512073",-17.98,1456506476790,"Superdrug","CAW"
"2763512073",-20.55,1456523252686,"Sports Direct","CAW"
"2763512073",-8,1456511907293,"Cancer Research","CAW"
