"account","amount","date","description","type"
"00972013",-0.41,1448488307164,"Transfer from Current Account to Savings","SAW"
"7723109118",0.41,1448546103352,"Transfer from Current Account to Savings","SAW"
"7723109118",-0.01,1448607515244,"Oxfam","CAW"
"7723109118",-0.01,1448573075205,"WWF","CAW"
"7723109118",-10.05,1448597801983,"American Express","CAW"
"7723109118",-1.56,1448564224606,"Subway","CAW"
"7723109118",-0.01,1448578607422,"Lidl","CAW"
"7723109118",-12.57,1448601141443,"Sports Direct","CAW"
"7723109118",-145.53,1448585293708,"Payment received thank you","CCD"
"4899369886039161",145.53,1448593421054,"Payment received thank you","CCD"
"7723109118",-45.17,1448625819638,"Payment received thank you","CCD"
"4899369886039161",45.17,1448597995114,"Payment received thank you","CCD"
"4899369886039161",-0.17,1448592662433,"Save the Children","CCW"
"4899369886039161",-22.55,1448604712518,"Superdrug","CCW"
"4899369886039161",-1.94,1448621428893,"Oxfam","CCW"
"4899369886039161",-0.01,1448590094228,"National Express","CCW"
"4528795504846924",-4.77,1448611685442,"Oxfam","CCW"
"4528795504846924",-21.89,1448572790020,"Superdrug","CCW"
"7723109118",-230.25,1448571649016,"Payment received thank you","CCD"
"4528795504846924",230.25,1448604013615,"Payment received thank you","CCD"
"4528795504846924",-7.51,1448600654556,"Save the Children","CCW"
"00972013",-1.2000000000000697,1448608467023,"Transfer from Current Account to Savings","SAW"
"7723109118",1.2000000000000697,1448605736325,"Transfer from Current Account to Savings","SAW"
"7723109118",-4.72,1448672003207,"MegaBus","CAW"
"7723109118",-110.73,1448664185764,"Payment received thank you","CCD"
"4899369886039161",110.73,1448717270764,"Payment received thank you","CCD"
"7723109118",-60.45,1448691836467,"Payment received thank you","CCD"
"4528795504846924",60.45,1448665452984,"Payment received thank you","CCD"
"7723109118",-63.32,1448668934321,"Payment received thank you","CCD"
"4528795504846924",63.32,1448665546645,"Payment received thank you","CCD"
"7723109118",-11.62,1448734354941,"Shelter","CAW"
"4899369886039161",-21.57,1448754083046,"Odeon Cinemas","CCW"
"4528795504846924",-8.8,1448807990940,"National Express","CCW"
"4528795504846924",-9.14,1448768013943,"Hitachi Personal Finance","CCW"
"4528795504846924",-28.02,1448775939276,"Lidl","CCW"
"7723109118",-54.66,1448744860658,"Payment received thank you","CCD"
"4528795504846924",54.66,1448795158449,"Payment received thank you","CCD"
"71869266",-14.09,1448761338799,"Transfer from Current Account to Savings","SAW"
"7723109118",14.09,1448740150383,"Transfer from Current Account to Savings","SAW"
"00972013",0,1448777676936,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1448805221911,"Transfer from Current Account to Savings","SAW"
"4899369886039161",-3.42,1448897552869,"Hitachi Personal Finance","CCW"
"4528795504846924",-25.61,1448865796125,"Primark","CCW"
"4528795504846924",-0.01,1448867749946,"National Express","CCW"
"7723109118",-44.44,1448826855001,"Payment received thank you","CCD"
"4528795504846924",44.44,1448837611715,"Payment received thank you","CCD"
"00972013",0,1448889556650,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1448881835509,"Transfer from Current Account to Savings","SAW"
"7723109118",-5.48,1448964047498,"Hitachi Personal Finance","CAW"
"7723109118",-0.01,1448950506742,"Arriva Wales","CAW"
"7723109118",-8.24,1448939449856,"RSPCA","CAW"
"4899369886039161",-5.04,1448907467099,"RSPCA","CCW"
"4899369886039161",-26.21,1448977323513,"Sports Direct","CCW"
"7723109118",-39.59,1448942973402,"Payment received thank you","CCD"
"4899369886039161",39.59,1448960650140,"Payment received thank you","CCD"
"4528795504846924",-7.3,1448941758842,"Shelter","CCW"
"4528795504846924",-12.14,1448958692210,"Primark","CCW"
"7723109118",-6,1449016506487,"Spotify","CAW"
"7723109118",14.82,1448984362418,"Alan Scott","CAD"
"4899369886039161",-6.25,1448990334646,"Save the Children","CCW"
"7723109118",-18.02,1449070325401,"Payment received thank you","CCD"
"4899369886039161",18.02,1449067512215,"Payment received thank you","CCD"
"4528795504846924",-7.54,1449032474200,"National Express","CCW"
"4528795504846924",-35.47,1448993862403,"Primark","CCW"
"7723109118",0.65,1449146572051,"Nicole Bailey","CAD"
"7723109118",-70.13,1449153260482,"Payment received thank you","CCD"
"4899369886039161",70.13,1449141019084,"Payment received thank you","CCD"
"4899369886039161",-27.17,1449140787033,"McColls","CCW"
"4899369886039161",-1.22,1449075416089,"Cancer Research","CCW"
"7723109118",-255.43,1449104818789,"Payment received thank you","CCD"
"4899369886039161",255.43,1449114019873,"Payment received thank you","CCD"
"7723109118",-28.55,1449140590160,"Payment received thank you","CCD"
"4899369886039161",28.55,1449089630056,"Payment received thank you","CCD"
"7723109118",-15.6,1449184761833,"Superdrug","CAW"
"7723109118",-11.49,1449163396503,"National Express","CAW"
"4899369886039161",-6.64,1449190747680,"Oxfam","CCW"
"4899369886039161",-13.59,1449193145868,"Lush","CCW"
"4528795504846924",-15.39,1449197582307,"Oxfam","CCW"
"4528795504846924",-5.72,1449194892024,"National Express","CCW"
"7723109118",-45.04,1449251015209,"McColls","CAW"
"7723109118",-20.58,1449286068755,"Lidl","CAW"
"7723109118",-2.54,1449289197066,"Oxfam","CAW"
"7723109118",2.1,1449292993745,"Interest","CAD"
"7723109118",-3.61,1449257713199,"Lush","CAW"
"4899369886039161",-22.69,1449262054303,"Lidl","CCW"
"4899369886039161",-15.77,1449306842503,"Shelter","CCW"
"4899369886039161",-0.78,1449258826425,"Arriva Wales","CCW"
"4899369886039161",-7.01,1449281766127,"Cancer Research","CCW"
"4899369886039161",-6.73,1449243860488,"Oxfam","CCW"
"4899369886039161",-15.42,1449321224669,"Matalan","CCW"
"4899369886039161",-2.68,1449308087541,"Lidl","CCW"
"4899369886039161",-2.96,1449291023088,"Arriva Wales","CCW"
"7723109118",-21.32,1449375660490,"Spotify","CAW"
"4899369886039161",-15.33,1449411224211,"Odeon Cinemas","CCW"
"4899369886039161",-15.41,1449344340982,"Lush","CCW"
"4899369886039161",-14.76,1449410306239,"Oxfam","CCW"
"00972013",0,1449379786327,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449352773299,"Transfer from Current Account to Savings","SAW"
"4899369886039161",-0.01,1449457382028,"Sports Direct","CCW"
"4528795504846924",-5.21,1449490942299,"WWF","CCW"
"00972013",0,1449431065890,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449439527697,"Transfer from Current Account to Savings","SAW"
"7723109118",-4.95,1449506992853,"Superdrug","CAW"
"4528795504846924",-14,1449531467846,"Groupon","CCW"
"4528795504846924",-22.56,1449571206514,"Odeon Cinemas","CCW"
"71869266",-7.32,1449543348449,"Transfer from Current Account to Savings","SAW"
"7723109118",7.32,1449543872529,"Transfer from Current Account to Savings","SAW"
"00972013",0,1449546973679,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449545648491,"Transfer from Current Account to Savings","SAW"
"7723109118",-7.96,1449602329011,"American Express","CAW"
"7723109118",-0.01,1449604710187,"Save the Children","CAW"
"4528795504846924",-10.25,1449596254825,"Oxfam","CCW"
"4528795504846924",-3.43,1449642035379,"Arriva Wales","CCW"
"00972013",0,1449661717262,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449629597257,"Transfer from Current Account to Savings","SAW"
"4899369886039161",-14.99,1449697026904,"Sports Direct","CCW"
"4899369886039161",-28.04,1449687920173,"Odeon Cinemas","CCW"
"4899369886039161",-6.37,1449677663147,"Hitachi Personal Finance","CCW"
"4899369886039161",-4.55,1449742427718,"RSPCA","CCW"
"4899369886039161",-28.12,1449745656128,"Sports Direct","CCW"
"4899369886039161",-16.84,1449711922468,"Odeon Cinemas","CCW"
"4528795504846924",-23.77,1449722049927,"Bodyshop","CCW"
"4528795504846924",-0.37,1449691351777,"MegaBus","CCW"
"4528795504846924",-10.24,1449704012446,"Wonga","CCW"
"4528795504846924",-15.63,1449719162498,"Matalan","CCW"
"00972013",0,1449745805482,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449730588147,"Transfer from Current Account to Savings","SAW"
"00972013",0,1449701657016,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449730315052,"Transfer from Current Account to Savings","SAW"
"00972013",0,1449704611307,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1449680440846,"Transfer from Current Account to Savings","SAW"
"7723109118",12.33,1449842904114,"Denise Patterson","CAD"
"4899369886039161",-0.01,1449771036088,"Hitachi Personal Finance","CCW"
"4899369886039161",-17.32,1449797862558,"Lidl","CCW"
"4528795504846924",-5.94,1449844074287,"Bodyshop","CCW"
"4528795504846924",-11.24,1449767052702,"Lush","CCW"
"71869266",12.419999999999938,1449833077375,"Transfer from Savings to Current Account","SAD"
"7723109118",-12.419999999999938,1449785649063,"Transfer from Savings to Current Account","SAD"
"7723109118",-5.53,1449905140619,"Churchill Insurance","D/D"
"7723109118",0.01,1449903394700,"Denise Patterson","CAD"
"4899369886039161",-8.81,1449901182698,"American Express","CCW"
"4528795504846924",-0.01,1449889313769,"Oxfam","CCW"
"7723109118",2.84,1449938476488,"Interest","CAD"
"4899369886039161",-10.35,1450012625190,"Lidl","CCW"
"4528795504846924",-20.38,1449970465761,"Matalan","CCW"
"4528795504846924",-2.22,1450006038600,"Cancer Research","CCW"
"4528795504846924",-6.64,1449946092315,"Oxfam","CCW"
"4528795504846924",-6.75,1449990549340,"Cancer Research","CCW"
"4528795504846924",-9.26,1450016483917,"Sports Direct","CCW"
"4528795504846924",-6.35,1450001757062,"Bodyshop","CCW"
"4528795504846924",-24.84,1449935487196,"Lidl","CCW"
"4528795504846924",-4.79,1449939248244,"Shelter","CCW"
"4528795504846924",-1.57,1449941807012,"American Express","CCW"
"4528795504846924",-2.44,1449965900677,"Wonga","CCW"
"4528795504846924",-27.74,1450010044539,"Sports Direct","CCW"
"4528795504846924",-14.56,1449981399647,"Lush","CCW"
"4528795504846924",-17.93,1449978131010,"Matalan","CCW"
"71869266",-4.89,1449938257819,"Transfer from Current Account to Savings","SAW"
"7723109118",4.89,1449965985905,"Transfer from Current Account to Savings","SAW"
"00972013",2.209999999999999,1449982277693,"Transfer from Savings to Current Account","SAD"
"7723109118",-2.209999999999999,1450013540692,"Transfer from Savings to Current Account","SAD"
"7723109118",10.23,1450051630692,"Denise Patterson","CAD"
"7723109118",-16.78,1450039051237,"Lidl","CAW"
"00972013",-0.22,1450031491474,"Transfer from Current Account to Savings","SAW"
"7723109118",0.22,1450085655031,"Transfer from Current Account to Savings","SAW"
"7723109118",-3.48,1450179558031,"NBS Personal Loan","D/D"
"7723109118",-480,1450137685658,"Rent","D/D"
"4899369886039161",-7.81,1450186763835,"Cancer Research","CCW"
"4528795504846924",-10.29,1450170495479,"Arriva Wales","CCW"
"7723109118",4.32,1450232460273,"Lori Alexander","CAD"
"7723109118",0.33,1450225319634,"Brenda Ward","CAD"
"71869266",-15.64,1450282674490,"Transfer from Current Account to Savings","SAW"
"7723109118",15.64,1450326376839,"Transfer from Current Account to Savings","SAW"
"7723109118",1.82,1450504242596,"Lori Alexander","CAD"
"00972013",-1.989999999999999,1450467196500,"Transfer from Current Account to Savings","SAW"
"7723109118",1.989999999999999,1450469987997,"Transfer from Current Account to Savings","SAW"
"71869266",-3.87,1450570464115,"Transfer from Current Account to Savings","SAW"
"7723109118",3.87,1450619419114,"Transfer from Current Account to Savings","SAW"
"00972013",0,1450573438588,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1450600288278,"Transfer from Current Account to Savings","SAW"
"4528795504846924",-0.37,1450659764011,"RSPCA","CCW"
"71869266",-2.31,1450706741014,"Transfer from Current Account to Savings","SAW"
"7723109118",2.31,1450655925811,"Transfer from Current Account to Savings","SAW"
"7723109118",2.18,1450753288684,"Alan Scott","CAD"
"00972013",0,1450743289741,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1450749021175,"Transfer from Current Account to Savings","SAW"
"7723109118",3.95,1450828454638,"Lori Alexander","CAD"
"71869266",-6.4,1450820635968,"Transfer from Current Account to Savings","SAW"
"7723109118",6.4,1450824488110,"Transfer from Current Account to Savings","SAW"
"00972013",0,1450861480238,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1450814057125,"Transfer from Current Account to Savings","SAW"
"7723109118",-30.21,1450910672253,"Three Mobile","D/D"
"7723109118",-0.13,1450927585664,"Virgin Media","D/D"
"4899369886039161",-35.64,1451021538318,"Sports Direct","CCW"
"7723109118",1600,1451077490749,"Salary BACS Payment","BAC"
"7723109118",17.25,1451096850556,"Denise Patterson","CAD"
"7723109118",-0.01,1451112451334,"WWF","CAW"
"7723109118",-3.64,1451072835184,"WWF","CAW"
"7723109118",-31.46,1451112418875,"Subway","CAW"
"7723109118",-22.27,1451095426598,"Groupon","CAW"
"7723109118",-6.09,1451089352949,"Payment received thank you","CCD"
"4528795504846924",6.09,1451094775155,"Payment received thank you","CCD"
"4528795504846924",-0.01,1451069022939,"Arriva Wales","CCW"
"7723109118",-23.22,1451226629516,"Lush","CAW"
"7723109118",-0.01,1451200795915,"Spotify","CAW"
"7723109118",10.8,1451211916944,"Interest","CAD"
"7723109118",-4.93,1451176378612,"American Express","CAW"
"7723109118",-11.62,1451165923651,"Matalan","CAW"
"7723109118",4.74,1451260836013,"Lori Alexander","CAD"
"7723109118",-3.73,1451302084395,"National Express","CAW"
"7723109118",-4.35,1451234237011,"Save the Children","CAW"
"7723109118",-2.47,1451257303206,"Wonga","CAW"
"7723109118",-0.01,1451309240926,"RSPCA","CAW"
"7723109118",-169.87,1451296978929,"Payment received thank you","CCD"
"4899369886039161",169.87,1451288315885,"Payment received thank you","CCD"
"7723109118",-40.68,1451263905769,"Payment received thank you","CCD"
"4899369886039161",40.68,1451265581045,"Payment received thank you","CCD"
"7723109118",-109.15,1451236578332,"Payment received thank you","CCD"
"4528795504846924",109.15,1451241728084,"Payment received thank you","CCD"
"7723109118",-272.89,1451303556924,"Payment received thank you","CCD"
"4528795504846924",272.89,1451287326124,"Payment received thank you","CCD"
"4528795504846924",-11.9,1451314903609,"Groupon","CCW"
"4528795504846924",-4.37,1451253834706,"Wonga","CCW"
"71869266",-24.85,1451301318132,"Transfer from Current Account to Savings","SAW"
"7723109118",24.85,1451316133420,"Transfer from Current Account to Savings","SAW"
"7723109118",-14.18,1451350677951,"Barclaycard","CAW"
"7723109118",-3.5,1451338539097,"WWF","CAW"
"4899369886039161",-0.01,1451342490092,"National Express","CCW"
"7723109118",-18.59,1451411892563,"Subway","CAW"
"4899369886039161",-22.04,1451473738484,"Lush","CCW"
"7723109118",-18.46,1451447412721,"Payment received thank you","CCD"
"4899369886039161",18.46,1451411213340,"Payment received thank you","CCD"
"4528795504846924",-9.15,1451474369978,"Groupon","CCW"
"4528795504846924",-0.01,1451461757257,"MegaBus","CCW"
"4528795504846924",-12.15,1451446558330,"Spotify","CCW"
"4528795504846924",-4.39,1451414899151,"Cancer Research","CCW"
"7723109118",-5.25,1451518999429,"National Express","CAW"
"4899369886039161",-6.25,1451521033236,"Lush","CCW"
"7723109118",-43.25,1451530680876,"Payment received thank you","CCD"
"4899369886039161",43.25,1451495699394,"Payment received thank you","CCD"
"4899369886039161",-11.69,1451495226282,"Sports Direct","CCW"
"4899369886039161",-9.3,1451575803543,"Wonga","CCW"
"4899369886039161",-14,1451536579916,"Subway","CCW"
"7723109118",-123,1451564921787,"Payment received thank you","CCD"
"4528795504846924",123,1451512270228,"Payment received thank you","CCD"
"7723109118",-66.43,1451507084085,"Payment received thank you","CCD"
"4528795504846924",66.43,1451510124896,"Payment received thank you","CCD"
"4528795504846924",-17.16,1451572502806,"Odeon Cinemas","CCW"
"71869266",-1.32,1451570911556,"Transfer from Current Account to Savings","SAW"
"7723109118",1.32,1451529858486,"Transfer from Current Account to Savings","SAW"
"00972013",0,1451498099329,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1451515215030,"Transfer from Current Account to Savings","SAW"
"7723109118",-0.97,1451596894093,"Matalan","CAW"
"71869266",4.84,1451583910960,"Transfer from Savings to Current Account","SAD"
"7723109118",-4.84,1451581110370,"Transfer from Savings to Current Account","SAD"
"4528795504846924",-2.06,1451687037252,"Arriva Wales","CCW"
"4528795504846924",-16.73,1451669316943,"Primark","CCW"
"4528795504846924",-25.39,1451666342392,"Spotify","CCW"
"4528795504846924",-5.8,1451703980520,"National Express","CCW"
"4528795504846924",-10.06,1451672660816,"Spotify","CCW"
"4528795504846924",-2.95,1451708000866,"Cancer Research","CCW"
"4899369886039161",-20.97,1451764417732,"McColls","CCW"
"4528795504846924",-13.42,1451830153484,"Spotify","CCW"
"4528795504846924",-21.49,1451780555892,"Lidl","CCW"
"4899369886039161",-29.28,1451837324406,"Odeon Cinemas","CCW"
"4899369886039161",-3.59,1451913278837,"Primark","CCW"
"4899369886039161",-4.03,1451839773380,"Barclaycard","CCW"
"4899369886039161",-0.01,1451892805106,"RSPCA","CCW"
"4899369886039161",-14.83,1451861532280,"Lush","CCW"
"4528795504846924",-0.01,1451850754379,"American Express","CCW"
"4899369886039161",-9.75,1451943570765,"Hitachi Personal Finance","CCW"
"4899369886039161",-13.26,1451994434588,"McColls","CCW"
"4528795504846924",-4.69,1451932687609,"Lush","CCW"
"4528795504846924",-8.04,1451946555547,"Matalan","CCW"
"4899369886039161",-1.7,1452064799456,"Oxfam","CCW"
"00972013",0,1452057726630,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1452050757518,"Transfer from Current Account to Savings","SAW"
"4899369886039161",-3.25,1452145232132,"Sports Direct","CCW"
"4528795504846924",-16.4,1452137627601,"Primark","CCW"
"71869266",-17.96,1452180361208,"Transfer from Current Account to Savings","SAW"
"7723109118",17.96,1452108716674,"Transfer from Current Account to Savings","SAW"
"7723109118",-23.69,1452232800746,"Odeon Cinemas","CAW"
"00972013",0,1452243149135,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1452243999009,"Transfer from Current Account to Savings","SAW"
"7723109118",-14.04,1452269027131,"Odeon Cinemas","CAW"
"7723109118",-8.85,1452278780325,"Save the Children","CAW"
"4528795504846924",-5.97,1452303901660,"Save the Children","CCW"
"7723109118",1.32,1452460304014,"Nicole Bailey","CAD"
"4899369886039161",-10.65,1452451839790,"RSPCA","CCW"
"4528795504846924",-9.25,1452441190554,"National Express","CCW"
"7723109118",-5.53,1452583560767,"Churchill Insurance","D/D"
"4899369886039161",-29.83,1452567471012,"Odeon Cinemas","CCW"
"4528795504846924",-20.41,1452560058571,"Supercuts","CCW"
"7723109118",-3.48,1452835196014,"NBS Personal Loan","D/D"
"7723109118",-480,1452845641817,"Rent","D/D"
"4528795504846924",-12.69,1452806604938,"American Express","CCW"
"71869266",-3.82,1452826446346,"Transfer from Current Account to Savings","SAW"
"7723109118",3.82,1452833713489,"Transfer from Current Account to Savings","SAW"
"00972013",0,1452810887131,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1452844640823,"Transfer from Current Account to Savings","SAW"
"7723109118",12.59,1452957671874,"Nicole Bailey","CAD"
"7723109118",3.85,1452928480869,"Lori Alexander","CAD"
"71869266",-26.09,1452956345240,"Transfer from Current Account to Savings","SAW"
"7723109118",26.09,1452887905732,"Transfer from Current Account to Savings","SAW"
"4528795504846924",-3.01,1452969699918,"Odeon Cinemas","CCW"
"4528795504846924",-9.93,1453027817947,"Wonga","CCW"
"4528795504846924",-0.82,1452965106051,"Primark","CCW"
"71869266",-12.88,1453001942463,"Transfer from Current Account to Savings","SAW"
"7723109118",12.88,1453009107911,"Transfer from Current Account to Savings","SAW"
"7723109118",10,1453211668483,"Lori Alexander","CAD"
"7723109118",3.05,1453210595508,"Alan Scott","CAD"
"4528795504846924",-7.06,1453229637170,"Lidl","CCW"
"4528795504846924",-21.59,1453245772632,"Matalan","CCW"
"71869266",-0.63,1453368217306,"Transfer from Current Account to Savings","SAW"
"7723109118",0.63,1453314711866,"Transfer from Current Account to Savings","SAW"
"00972013",0,1453343658407,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1453388052839,"Transfer from Current Account to Savings","SAW"
"7723109118",1.84,1453467690467,"Brenda Ward","CAD"
"4528795504846924",-12.25,1453422986677,"Barclaycard","CCW"
"4528795504846924",-0.01,1453423321531,"American Express","CCW"
"4528795504846924",-10.96,1453427375426,"Supercuts","CCW"
"4528795504846924",-2.92,1453394684406,"Oxfam","CCW"
"4528795504846924",-12.38,1453556268745,"Subway","CCW"
"4528795504846924",-0.01,1453481543620,"National Express","CCW"
"7723109118",-30.21,1453615603595,"Three Mobile","D/D"
"7723109118",-0.13,1453637345199,"Virgin Media","D/D"
"4528795504846924",-23.94,1453672502621,"Lush","CCW"
"4528795504846924",-8.36,1453730161002,"Hitachi Personal Finance","CCW"
"7723109118",1600,1453764899059,"Salary BACS Payment","BAC"
"7723109118",-3.7,1453817523094,"American Express","CAW"
"7723109118",-4.06,1453812506418,"National Express","CAW"
"7723109118",-10.57,1453761459137,"RSPCA","CAW"
"7723109118",-5.51,1453788873236,"RSPCA","CAW"
"7723109118",-274.06,1453765689964,"Payment received thank you","CCD"
"4528795504846924",274.06,1453757465884,"Payment received thank you","CCD"
"4528795504846924",-0.01,1453801795976,"Oxfam","CCW"
"7723109118",-31.32,1453864081126,"Matalan","CAW"
"7723109118",-10.28,1453843058376,"Lidl","CAW"
"7723109118",-6.44,1453890468248,"Shelter","CAW"
"7723109118",-7.82,1453823008866,"Payment received thank you","CCD"
"4528795504846924",7.82,1453823943714,"Payment received thank you","CCD"
"7723109118",-33.06,1453914834240,"McColls","CAW"
"7723109118",-25.42,1453937273048,"McColls","CAW"
"7723109118",-10.66,1453957660316,"McColls","CAW"
"7723109118",1.03,1453913537979,"Brenda Ward","CAD"
"4899369886039161",-8.23,1453919300222,"Oxfam","CCW"
"7723109118",-12.23,1453974799797,"Payment received thank you","CCD"
"4899369886039161",12.23,1453974749904,"Payment received thank you","CCD"
"7723109118",-97.7,1453924877369,"Payment received thank you","CCD"
"4899369886039161",97.7,1453948671692,"Payment received thank you","CCD"
"7723109118",-0.01,1454060645132,"Lush","CAW"
"7723109118",-7.4,1454074650951,"Superdrug","CAW"
"4899369886039161",-18.2,1454031821525,"Subway","CCW"
"4899369886039161",-0.01,1454056281258,"National Express","CCW"
"00972013",0,1454051676771,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1454020704401,"Transfer from Current Account to Savings","SAW"
"4899369886039161",-6.38,1454120375870,"MegaBus","CCW"
"00972013",0,1454149687202,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1454152096312,"Transfer from Current Account to Savings","SAW"
"00972013",0,1454166528423,"Transfer from Current Account to Savings","SAW"
"7723109118",0,1454148002659,"Transfer from Current Account to Savings","SAW"
"4899369886039161",-15.51,1454249202874,"Primark","CCW"
"4899369886039161",-0.01,1454222171533,"Spotify","CCW"
"4899369886039161",-23.28,1454243492978,"Odeon Cinemas","CCW"
"7723109118",9.04,1454293486191,"Denise Patterson","CAD"
"4899369886039161",-8.73,1454281806508,"Save the Children","CCW"
"4899369886039161",-6.26,1454293000124,"MegaBus","CCW"
"4528795504846924",-2.89,1454281692799,"Superdrug","CCW"
"7723109118",-16.55,1454398505151,"Bodyshop","CAW"
"7723109118",-18.18,1454377532446,"Supercuts","CAW"
"7723109118",-6.48,1454356574375,"Arriva Wales","CAW"
"7723109118",-27.14,1454393941104,"Matalan","CAW"
"4899369886039161",-3.98,1454395793217,"National Express","CCW"
"4528795504846924",-14.27,1454395177027,"Primark","CCW"
"4528795504846924",-7.38,1454379957748,"Barclaycard","CCW"
"7723109118",-10.19,1454411602941,"Payment received thank you","CCD"
"4528795504846924",10.19,1454353040062,"Payment received thank you","CCD"
"4528795504846924",-16.95,1454433393447,"Subway","CCW"
"7723109118",-26.72,1454514053533,"McColls","CAW"
"7723109118",-0.01,1454584149697,"Lidl","CAW"
"4899369886039161",-0.01,1454595532409,"Lidl","CCW"
"7723109118",-43.13,1454518415463,"Payment received thank you","CCD"
"4899369886039161",43.13,1454594510540,"Payment received thank you","CCD"
